Review_ID,Application_ID,Customer_ID,Review_Date,Reviewer,Review_Type,Outcome,Review_Duration_Days,Review_Notes
REV00253,APP02836,C02836,2025-07-15,Sanna Virtanen,KYC,Approved,5,Compliance review completed successfully.
REV00254,APP02840,C02840,2025-07-08,Sanna Virtanen,Enhanced Due Diligence,Approved,6,Compliance review completed successfully.
REV00255,APP02865,C02865,2025-10-15,Sanna Virtanen,Sanctions Screening,Approved,10,Compliance review completed successfully.
REV00256,APP02871,C02871,2025-12-27,Antti Laine,AML,Approved,2,Compliance review completed successfully.
REV00257,APP02876,C02876,2025-07-20,Antti Laine,Enhanced Due Diligence,Approved,12,Compliance review completed successfully.
REV00258,APP02892,C02892,2025-04-03,Maria Heikkinen,KYC,Approved,4,Compliance review completed successfully.
REV00259,APP02895,C02895,2025-08-02,Antti Laine,Enhanced Due Diligence,Approved,6,Compliance review completed successfully.
REV00260,APP02909,C02909,2025-07-22,Antti Laine,KYC,Approved,5,Compliance review completed successfully.
REV00261,APP02916,C02916,2025-12-04,Janne Koskinen,KYC,Approved,7,Compliance review completed successfully.
REV00262,APP02934,C02934,2025-01-09,Janne Koskinen,Sanctions Screening,Further Review,15,Additional documentation or review required.
REV00263,APP02935,C02935,2025-09-30,Janne Koskinen,AML,Approved,13,Compliance review completed successfully.
REV00264,APP02936,C02936,2025-06-02,Antti Laine,AML,Approved,7,Compliance review completed successfully.
REV00265,APP02949,C02949,2025-12-16,Sanna Virtanen,KYC,Approved,8,Compliance review completed successfully.
REV00266,APP02959,C02959,2025-09-15,Maria Heikkinen,AML,Further Review,3,Additional documentation or review required.
REV00267,APP02966,C02966,2025-01-28,Janne Koskinen,KYC,Approved,5,Compliance review completed successfully.
REV00268,APP02967,C02967,2025-06-07,Sanna Virtanen,Enhanced Due Diligence,Approved,10,Compliance review completed successfully.
REV00269,APP02971,C02971,2025-09-18,Laura Nieminen,Sanctions Screening,Approved,4,Compliance review completed successfully.
REV00270,APP02973,C02973,2025-03-24,Sanna Virtanen,KYC,Approved,5,Compliance review completed successfully.
REV00271,APP02976,C02976,2025-03-25,Maria Heikkinen,KYC,Approved,15,Compliance review completed successfully.
REV00272,APP03006,C03006,2025-01-29,Maria Heikkinen,AML,Approved,10,Compliance review completed successfully.
REV00273,APP03016,C03016,2025-01-06,Laura Nieminen,AML,Further Review,10,Additional documentation or review required.
REV00274,APP03025,C03025,2025-04-09,Mikko Korhonen,AML,Approved,4,Compliance review completed successfully.
REV00275,APP03029,C03029,2025-01-27,Janne Koskinen,AML,Approved,11,Compliance review completed successfully.
REV00276,APP03032,C03032,2025-07-09,Antti Laine,AML,Further Review,5,Additional documentation or review required.
REV00277,APP03044,C03044,2025-04-01,Sanna Virtanen,KYC,Approved,4,Compliance review completed successfully.
REV00278,APP03045,C03045,2025-05-27,Mikko Korhonen,Enhanced Due Diligence,Approved,2,Compliance review completed successfully.
REV00279,APP03054,C03054,2025-12-06,Sanna Virtanen,KYC,Approved,9,Compliance review completed successfully.
REV00280,APP03058,C03058,2025-11-27,Antti Laine,KYC,Approved,7,Compliance review completed successfully.
REV00281,APP03099,C03099,2025-12-01,Janne Koskinen,KYC,Approved,15,Compliance review completed successfully.
REV00282,APP03106,C03106,2025-09-04,Maria Heikkinen,AML,Approved,3,Compliance review completed successfully.
REV00283,APP03108,C03108,2025-03-14,Mikko Korhonen,AML,Approved,4,Compliance review completed successfully.
REV00284,APP03116,C03116,2025-02-05,Mikko Korhonen,Sanctions Screening,Further Review,4,Additional documentation or review required.
REV00285,APP03123,C03123,2025-02-14,Antti Laine,Enhanced Due Diligence,Approved,14,Compliance review completed successfully.
REV00286,APP03128,C03128,2025-03-21,Laura Nieminen,AML,Approved,3,Compliance review completed successfully.
REV00287,APP03133,C03133,2025-03-29,Laura Nieminen,AML,Rejected,9,Compliance concerns identified during review.
REV00288,APP03135,C03135,2025-03-19,Janne Koskinen,Enhanced Due Diligence,Further Review,4,Additional documentation or review required.
REV00289,APP03136,C03136,2025-03-04,Sanna Virtanen,KYC,Approved,10,Compliance review completed successfully.
REV00290,APP03150,C03150,2025-10-23,Sanna Virtanen,Enhanced Due Diligence,Approved,7,Compliance review completed successfully.
REV00291,APP03157,C03157,2025-12-01,Laura Nieminen,Sanctions Screening,Approved,5,Compliance review completed successfully.
REV00292,APP03162,C03162,2025-03-01,Antti Laine,AML,Approved,7,Compliance review completed successfully.
REV00293,APP03175,C03175,2025-01-27,Antti Laine,KYC,Approved,3,Compliance review completed successfully.
REV00294,APP03178,C03178,2025-04-04,Laura Nieminen,Enhanced Due Diligence,Approved,5,Compliance review completed successfully.
REV00295,APP03202,C03202,2025-06-21,Antti Laine,AML,Further Review,3,Additional documentation or review required.
REV00296,APP03217,C03217,2025-09-03,Laura Nieminen,AML,Approved,5,Compliance review completed successfully.
REV00297,APP03222,C03222,2025-07-17,Sanna Virtanen,Enhanced Due Diligence,Approved,8,Compliance review completed successfully.
REV00298,APP03235,C03235,2025-04-03,Mikko Korhonen,KYC,Further Review,2,Additional documentation or review required.
REV00299,APP03257,C03257,2025-09-29,Laura Nieminen,Enhanced Due Diligence,Rejected,3,Compliance concerns identified during review.
REV00300,APP03258,C03258,2025-11-13,Mikko Korhonen,KYC,Approved,10,Compliance review completed successfully.
REV00301,APP03261,C03261,2025-05-01,Sanna Virtanen,Sanctions Screening,Approved,6,Compliance review completed successfully.
REV00302,APP03266,C03266,2025-11-06,Antti Laine,Sanctions Screening,Approved,5,Compliance review completed successfully.
REV00303,APP03267,C03267,2025-07-22,Laura Nieminen,KYC,Rejected,9,Compliance concerns identified during review.
REV00304,APP03283,C03283,2025-01-16,Janne Koskinen,AML,Rejected,10,Compliance concerns identified during review.
REV00305,APP03291,C03291,2025-03-18,Maria Heikkinen,KYC,Approved,2,Compliance review completed successfully.
REV00306,APP03301,C03301,2025-09-08,Laura Nieminen,Enhanced Due Diligence,Approved,5,Compliance review completed successfully.
REV00307,APP03307,C03307,2025-11-23,Mikko Korhonen,Sanctions Screening,Approved,6,Compliance review completed successfully.
REV00308,APP03310,C03310,2025-08-02,Mikko Korhonen,KYC,Approved,12,Compliance review completed successfully.
REV00309,APP03316,C03316,2025-04-10,Sanna Virtanen,Enhanced Due Diligence,Approved,3,Compliance review completed successfully.
REV00310,APP03330,C03330,2025-07-04,Janne Koskinen,KYC,Approved,7,Compliance review completed successfully.
REV00311,APP03331,C03331,2025-09-26,Antti Laine,AML,Approved,9,Compliance review completed successfully.
REV00312,APP03333,C03333,2025-12-23,Laura Nieminen,Sanctions Screening,Approved,5,Compliance review completed successfully.
REV00313,APP03352,C03352,2025-10-24,Janne Koskinen,Enhanced Due Diligence,Approved,4,Compliance review completed successfully.
REV00314,APP03371,C03371,2025-04-27,Antti Laine,Enhanced Due Diligence,Further Review,8,Additional documentation or review required.
REV00315,APP03379,C03379,2025-10-21,Antti Laine,KYC,Rejected,6,Compliance concerns identified during review.
REV00316,APP03390,C03390,2025-05-09,Janne Koskinen,AML,Further Review,11,Additional documentation or review required.
REV00317,APP03404,C03404,2025-07-25,Laura Nieminen,AML,Approved,15,Compliance review completed successfully.
REV00318,APP03421,C03421,2025-09-27,Mikko Korhonen,Sanctions Screening,Approved,9,Compliance review completed successfully.
REV00319,APP03433,C03433,2025-06-19,Janne Koskinen,Sanctions Screening,Approved,7,Compliance review completed successfully.
REV00320,APP03442,C03442,2025-12-14,Janne Koskinen,KYC,Approved,7,Compliance review completed successfully.
REV00321,APP03454,C03454,2025-08-06,Laura Nieminen,KYC,Approved,15,Compliance review completed successfully.
REV00322,APP03458,C03458,2025-02-26,Sanna Virtanen,KYC,Approved,10,Compliance review completed successfully.
REV00323,APP03471,C03471,2025-03-14,Mikko Korhonen,KYC,Rejected,12,Compliance concerns identified during review.
REV00324,APP03472,C03472,2025-09-10,Sanna Virtanen,AML,Further Review,9,Additional documentation or review required.
REV00325,APP03484,C03484,2025-05-30,Antti Laine,KYC,Further Review,13,Additional documentation or review required.
REV00326,APP03489,C03489,2025-05-06,Laura Nieminen,KYC,Rejected,3,Compliance concerns identified during review.
REV00327,APP03508,C03508,2025-09-20,Antti Laine,Enhanced Due Diligence,Rejected,7,Compliance concerns identified during review.
REV00328,APP03522,C03522,2025-08-07,Antti Laine,AML,Further Review,6,Additional documentation or review required.
REV00329,APP03526,C03526,2025-05-26,Antti Laine,AML,Approved,4,Compliance review completed successfully.
REV00330,APP03532,C03532,2025-11-29,Janne Koskinen,KYC,Approved,12,Compliance review completed successfully.
REV00331,APP03544,C03544,2025-06-23,Laura Nieminen,AML,Rejected,9,Compliance concerns identified during review.
REV00332,APP03550,C03550,2025-10-21,Mikko Korhonen,KYC,Approved,6,Compliance review completed successfully.
REV00333,APP03551,C03551,2025-10-28,Mikko Korhonen,AML,Approved,4,Compliance review completed successfully.
REV00334,APP03568,C03568,2025-01-20,Antti Laine,Sanctions Screening,Approved,11,Compliance review completed successfully.
REV00335,APP03577,C03577,2025-07-27,Sanna Virtanen,Enhanced Due Diligence,Approved,7,Compliance review completed successfully.
REV00336,APP03594,C03594,2025-03-27,Sanna Virtanen,Sanctions Screening,Approved,6,Compliance review completed successfully.
REV00337,APP03604,C03604,2025-03-26,Antti Laine,Enhanced Due Diligence,Approved,6,Compliance review completed successfully.
REV00338,APP03609,C03609,2025-06-04,Sanna Virtanen,KYC,Further Review,8,Additional documentation or review required.
REV00339,APP03613,C03613,2025-12-24,Mikko Korhonen,AML,Approved,3,Compliance review completed successfully.
REV00340,APP03660,C03660,2025-06-28,Laura Nieminen,AML,Further Review,5,Additional documentation or review required.
REV00341,APP03672,C03672,2025-10-11,Maria Heikkinen,AML,Approved,15,Compliance review completed successfully.
REV00342,APP03690,C03690,2025-07-31,Laura Nieminen,AML,Approved,8,Compliance review completed successfully.
REV00343,APP03708,C03708,2025-03-12,Laura Nieminen,KYC,Rejected,7,Compliance concerns identified during review.
REV00344,APP03718,C03718,2025-09-11,Sanna Virtanen,KYC,Approved,6,Compliance review completed successfully.
REV00345,APP03729,C03729,2025-12-09,Laura Nieminen,KYC,Approved,3,Compliance review completed successfully.
REV00346,APP03730,C03730,2025-07-07,Laura Nieminen,KYC,Approved,3,Compliance review completed successfully.
REV00347,APP03734,C03734,2025-11-23,Sanna Virtanen,KYC,Approved,2,Compliance review completed successfully.
REV00348,APP03738,C03738,2025-09-09,Sanna Virtanen,AML,Approved,7,Compliance review completed successfully.
REV00349,APP03739,C03739,2025-03-06,Mikko Korhonen,Enhanced Due Diligence,Approved,7,Compliance review completed successfully.
REV00350,APP03755,C03755,2025-09-04,Janne Koskinen,Enhanced Due Diligence,Approved,6,Compliance review completed successfully.
REV00351,APP03767,C03767,2025-02-19,Sanna Virtanen,KYC,Further Review,10,Additional documentation or review required.
REV00352,APP03769,C03769,2025-07-20,Mikko Korhonen,Enhanced Due Diligence,Rejected,8,Compliance concerns identified during review.
REV00353,APP03786,C03786,2025-09-28,Maria Heikkinen,Sanctions Screening,Approved,6,Compliance review completed successfully.
REV00354,APP03796,C03796,2025-03-11,Laura Nieminen,Enhanced Due Diligence,Further Review,7,Additional documentation or review required.
REV00355,APP03809,C03809,2025-05-01,Laura Nieminen,Enhanced Due Diligence,Further Review,6,Additional documentation or review required.
REV00356,APP03813,C03813,2025-07-14,Maria Heikkinen,KYC,Approved,7,Compliance review completed successfully.
REV00357,APP03815,C03815,2025-10-25,Janne Koskinen,AML,Further Review,14,Additional documentation or review required.
REV00358,APP03818,C03818,2025-08-03,Laura Nieminen,Enhanced Due Diligence,Approved,3,Compliance review completed successfully.
REV00359,APP03820,C03820,2025-08-26,Mikko Korhonen,KYC,Approved,5,Compliance review completed successfully.
REV00360,APP03823,C03823,2026-01-03,Sanna Virtanen,AML,Approved,7,Compliance review completed successfully.
REV00361,APP03824,C03824,2025-01-25,Maria Heikkinen,KYC,Approved,9,Compliance review completed successfully.
REV00362,APP03825,C03825,2025-10-28,Mikko Korhonen,Enhanced Due Diligence,Approved,10,Compliance review completed successfully.
REV00363,APP03832,C03832,2025-05-16,Laura Nieminen,Sanctions Screening,Approved,10,Compliance review completed successfully.
REV00364,APP03833,C03833,2025-03-21,Laura Nieminen,Enhanced Due Diligence,Approved,9,Compliance review completed successfully.
REV00365,APP03842,C03842,2025-01-07,Mikko Korhonen,Enhanced Due Diligence,Approved,3,Compliance review completed successfully.
REV00366,APP03853,C03853,2025-04-05,Sanna Virtanen,AML,Further Review,6,Additional documentation or review required.
REV00367,APP03857,C03857,2025-04-09,Sanna Virtanen,Sanctions Screening,Approved,6,Compliance review completed successfully.
REV00368,APP03865,C03865,2025-06-29,Antti Laine,KYC,Further Review,4,Additional documentation or review required.
REV00369,APP03869,C03869,2025-01-15,Sanna Virtanen,Sanctions Screening,Approved,3,Compliance review completed successfully.
REV00370,APP03875,C03875,2025-04-03,Antti Laine,Sanctions Screening,Rejected,5,Compliance concerns identified during review.
REV00371,APP03886,C03886,2025-09-05,Antti Laine,AML,Further Review,7,Additional documentation or review required.
REV00372,APP03887,C03887,2025-04-12,Antti Laine,Enhanced Due Diligence,Approved,10,Compliance review completed successfully.
REV00373,APP03900,C03900,2025-08-19,Laura Nieminen,AML,Rejected,8,Compliance concerns identified during review.
REV00374,APP03901,C03901,2025-10-21,Janne Koskinen,KYC,Approved,3,Compliance review completed successfully.
REV00375,APP03903,C03903,2025-02-18,Laura Nieminen,Enhanced Due Diligence,Approved,6,Compliance review completed successfully.
REV00376,APP03909,C03909,2025-02-10,Sanna Virtanen,Sanctions Screening,Further Review,3,Additional documentation or review required.
REV00377,APP03911,C03911,2025-01-29,Antti Laine,Enhanced Due Diligence,Rejected,15,Compliance concerns identified during review.
REV00378,APP03915,C03915,2025-03-02,Laura Nieminen,Sanctions Screening,Further Review,10,Additional documentation or review required.
REV00379,APP03918,C03918,2025-04-20,Antti Laine,Enhanced Due Diligence,Approved,8,Compliance review completed successfully.
REV00380,APP03919,C03919,2025-03-21,Maria Heikkinen,KYC,Approved,6,Compliance review completed successfully.
REV00381,APP03932,C03932,2025-03-25,Antti Laine,Enhanced Due Diligence,Approved,11,Compliance review completed successfully.
REV00382,APP03935,C03935,2025-10-10,Mikko Korhonen,KYC,Rejected,9,Compliance concerns identified during review.
REV00383,APP03939,C03939,2025-02-09,Janne Koskinen,Enhanced Due Diligence,Approved,8,Compliance review completed successfully.
REV00384,APP03952,C03952,2025-04-28,Sanna Virtanen,KYC,Approved,15,Compliance review completed successfully.
REV00385,APP03956,C03956,2025-11-30,Mikko Korhonen,Sanctions Screening,Rejected,7,Compliance concerns identified during review.
REV00386,APP03962,C03962,2025-05-17,Maria Heikkinen,KYC,Approved,9,Compliance review completed successfully.
REV00387,APP03964,C03964,2025-01-24,Laura Nieminen,AML,Further Review,10,Additional documentation or review required.
REV00388,APP03973,C03973,2025-07-27,Sanna Virtanen,KYC,Approved,7,Compliance review completed successfully.
REV00389,APP03981,C03981,2025-01-04,Janne Koskinen,AML,Further Review,4,Additional documentation or review required.
REV00390,APP03982,C03982,2025-05-10,Maria Heikkinen,Sanctions Screening,Rejected,8,Compliance concerns identified during review.
REV00391,APP03983,C03983,2025-11-03,Janne Koskinen,Enhanced Due Diligence,Rejected,3,Compliance concerns identified during review.
REV00392,APP03985,C03985,2025-07-27,Antti Laine,KYC,Approved,5,Compliance review completed successfully.
REV00393,APP03990,C03990,2025-03-29,Janne Koskinen,KYC,Approved,10,Compliance review completed successfully.
