Application_ID,Customer_ID,Application_Date,Branch_ID,RM_ID,Account_Type,Customer_Type,Risk_Level,KYC_Status,Approval_Status,Processing_Days,Escalation,Escalation_Reason
APP00760,C00760,2025-04-05,B008,RM016,Savings,Individual,Low,Completed,Approved,3,No,
APP00761,C00761,2025-10-05,B002,RM005,Savings,Individual,Low,Completed,Approved,3,No,
APP00762,C00762,2025-11-03,B009,RM018,Savings,Individual,Low,Completed,Approved,5,No,
APP00763,C00763,2025-07-25,B001,RM003,Premium,Individual,Low,Completed,Approved,7,No,
APP00764,C00764,2025-06-22,B004,RM009,Current,Individual,Low,Completed,Approved,5,No,
APP00765,C00765,2025-10-23,B005,RM010,Current,Individual,Medium,Completed,Approved,9,No,
APP00766,C00766,2025-02-09,B009,RM019,Current,Individual,Low,Completed,Approved,4,No,
APP00767,C00767,2025-11-02,B005,RM011,Current,Individual,Low,Completed,Approved,10,No,
APP00768,C00768,2025-07-07,B001,RM001,Business,Business,Medium,Completed,Approved,8,No,
APP00769,C00769,2025-02-12,B008,RM016,Current,Individual,Medium,Completed,Approved,4,No,
APP00770,C00770,2025-02-08,B008,RM016,Savings,Individual,High,Completed,Approved,4,No,
APP00771,C00771,2025-01-22,B008,RM016,Savings,Individual,Low,Completed,Approved,6,No,
APP00772,C00772,2025-01-22,B003,RM007,Savings,Individual,Low,Completed,Approved,9,No,
APP00773,C00773,2025-12-13,B008,RM017,Business,Business,Medium,Completed,Approved,10,No,
APP00774,C00774,2025-10-12,B003,RM006,Current,Individual,Medium,Completed,Approved,10,No,
APP00775,C00775,2025-01-04,B005,RM011,Savings,Individual,Medium,Completed,Approved,4,No,
APP00776,C00776,2025-08-01,B007,RM015,Savings,Individual,High,Completed,Approved,5,No,
APP00777,C00777,2025-01-31,B006,RM013,Current,Individual,Low,Failed,Rejected,6,No,
APP00778,C00778,2025-07-09,B008,RM016,Current,Individual,Medium,Pending,Pending,14,No,
APP00779,C00779,2025-06-12,B007,RM015,Current,Individual,Low,Completed,Approved,10,No,
APP00780,C00780,2025-08-09,B001,RM002,Savings,Individual,Medium,Completed,Approved,3,No,
APP00781,C00781,2025-12-08,B008,RM017,Current,Individual,Medium,Completed,Approved,5,No,
APP00782,C00782,2025-12-14,B005,RM010,Savings,Individual,Medium,Completed,Approved,2,No,
APP00783,C00783,2025-04-04,B002,RM004,Current,Individual,Medium,Completed,Approved,9,No,
APP00784,C00784,2025-10-25,B009,RM019,Premium,Individual,Low,Completed,Approved,4,No,
APP00785,C00785,2025-04-24,B001,RM002,Savings,Individual,Low,Completed,Approved,8,No,
APP00786,C00786,2025-10-12,B007,RM015,Current,Individual,Low,Completed,Approved,3,No,
APP00787,C00787,2025-01-11,B006,RM012,Current,Individual,Medium,Pending,Pending,13,No,
APP00788,C00788,2025-11-21,B003,RM007,Savings,Individual,Medium,Completed,Approved,2,No,
APP00789,C00789,2025-05-28,B007,RM015,Business,Business,Medium,Completed,Approved,4,No,
APP00790,C00790,2025-01-26,B007,RM015,Current,Business,Medium,Pending,Pending,14,No,
APP00791,C00791,2025-01-04,B010,RM021,Business,Business,Medium,Completed,Approved,3,No,
APP00792,C00792,2025-12-19,B010,RM021,Business,Business,High,Pending,Pending,1,No,
APP00793,C00793,2025-05-10,B002,RM004,Savings,Individual,Low,Completed,Approved,2,No,
APP00794,C00794,2025-10-05,B002,RM005,Current,Individual,Medium,Completed,Approved,3,No,
APP00795,C00795,2025-05-12,B002,RM004,Current,Business,High,Completed,Pending,13,No,
APP00796,C00796,2025-08-06,B001,RM002,Premium,Individual,Low,Completed,Approved,7,No,
APP00797,C00797,2025-01-16,B005,RM010,Savings,Individual,High,Pending,Pending,1,No,
APP00798,C00798,2025-10-30,B001,RM001,Current,Individual,Medium,Completed,Approved,10,No,
APP00799,C00799,2025-01-18,B005,RM010,Current,Individual,Medium,Completed,Pending,13,No,
APP00800,C00800,2025-06-24,B005,RM011,Savings,Individual,Low,Completed,Approved,10,No,
APP00801,C00801,2025-06-28,B006,RM013,Current,Individual,Medium,Completed,Approved,13,Yes,Enhanced Due Diligence
APP00802,C00802,2025-02-10,B006,RM013,Current,Individual,Medium,Completed,Approved,6,No,
APP00803,C00803,2025-11-14,B007,RM014,Current,Business,High,Completed,Rejected,5,No,
APP00804,C00804,2025-08-09,B006,RM013,Savings,Individual,Medium,Completed,Approved,10,No,
APP00805,C00805,2025-05-28,B005,RM011,Savings,Individual,Low,Completed,Approved,7,No,
APP00806,C00806,2025-04-10,B008,RM016,Savings,Individual,Medium,Completed,Approved,6,No,
APP00807,C00807,2025-09-11,B006,RM013,Premium,Individual,Low,Completed,Approved,9,No,
APP00808,C00808,2025-05-31,B007,RM014,Current,Individual,Medium,Completed,Approved,2,No,
APP00809,C00809,2025-03-10,B005,RM010,Business,Business,High,Failed,Rejected,7,No,
APP00810,C00810,2025-07-18,B004,RM008,Current,Individual,Medium,Completed,Pending,7,No,
APP00811,C00811,2025-03-03,B002,RM004,Savings,Individual,Medium,Completed,Approved,10,No,
APP00812,C00812,2025-07-24,B005,RM011,Savings,Individual,Low,Completed,Approved,10,No,
APP00813,C00813,2025-03-07,B010,RM021,Current,Individual,Medium,Completed,Approved,8,No,
APP00814,C00814,2025-09-05,B010,RM020,Savings,Individual,Low,Completed,Approved,4,No,
APP00815,C00815,2025-09-12,B002,RM005,Business,Business,High,Completed,Approved,4,No,
APP00816,C00816,2025-02-02,B005,RM010,Savings,Individual,Medium,Pending,Pending,16,No,
APP00817,C00817,2025-03-09,B008,RM016,Premium,Individual,Low,Completed,Approved,4,No,
APP00818,C00818,2025-05-21,B009,RM019,Current,Individual,Low,Completed,Approved,8,No,
APP00819,C00819,2025-01-18,B002,RM004,Current,Individual,Low,Completed,Approved,6,No,
APP00820,C00820,2025-11-04,B001,RM002,Premium,Individual,Low,Completed,Approved,16,Yes,Enhanced Due Diligence
APP00821,C00821,2025-01-29,B009,RM018,Premium,Individual,Low,Completed,Approved,5,No,
APP00822,C00822,2025-06-19,B002,RM004,Business,Business,High,Completed,Pending,13,Yes,Risk Assessment
APP00823,C00823,2025-07-10,B009,RM019,Current,Individual,Low,Pending,Pending,1,No,
APP00824,C00824,2025-06-18,B006,RM013,Savings,Individual,Medium,Completed,Approved,4,No,
APP00825,C00825,2025-05-05,B001,RM001,Current,Business,Medium,Completed,Approved,2,No,
APP00826,C00826,2025-11-06,B002,RM004,Current,Individual,Low,Completed,Approved,6,No,
APP00827,C00827,2025-05-13,B004,RM009,Savings,Individual,High,Pending,Pending,8,No,
APP00828,C00828,2025-02-25,B008,RM016,Savings,Individual,High,Completed,Approved,3,No,
APP00829,C00829,2025-05-24,B009,RM019,Savings,Individual,Low,Pending,Pending,18,No,
APP00830,C00830,2025-09-06,B002,RM005,Business,Business,Medium,Completed,Pending,11,No,
APP00831,C00831,2025-12-15,B004,RM009,Premium,Individual,Medium,Pending,Pending,15,No,
APP00832,C00832,2025-09-04,B002,RM004,Premium,Individual,Medium,Completed,Approved,6,No,
APP00833,C00833,2025-01-24,B010,RM020,Savings,Individual,Medium,Completed,Approved,9,Yes,Enhanced Due Diligence
APP00834,C00834,2025-04-27,B010,RM020,Savings,Individual,High,Completed,Rejected,8,No,
APP00835,C00835,2025-12-15,B006,RM013,Current,Individual,Medium,Pending,Pending,17,No,
APP00836,C00836,2025-02-11,B008,RM016,Current,Individual,Medium,Completed,Rejected,8,No,
APP00837,C00837,2025-12-15,B007,RM015,Current,Business,Medium,Completed,Approved,8,No,
APP00838,C00838,2025-06-26,B010,RM020,Savings,Individual,Low,Failed,Rejected,6,No,
APP00839,C00839,2025-11-12,B005,RM010,Current,Individual,Low,Completed,Approved,7,No,
APP00840,C00840,2025-07-05,B010,RM020,Current,Individual,Medium,Completed,Approved,7,No,
APP00841,C00841,2025-03-07,B002,RM005,Savings,Individual,Low,Completed,Approved,10,No,
APP00842,C00842,2025-09-30,B008,RM016,Premium,Business,Medium,Completed,Rejected,8,No,
APP00843,C00843,2025-11-17,B008,RM017,Current,Individual,Low,Completed,Approved,4,No,
APP00844,C00844,2025-11-24,B007,RM014,Current,Individual,Low,Completed,Approved,9,No,
APP00845,C00845,2025-09-27,B009,RM019,Savings,Individual,Medium,Completed,Approved,7,No,
APP00846,C00846,2025-01-24,B008,RM016,Savings,Individual,Low,Failed,Rejected,4,No,
APP00847,C00847,2025-06-22,B004,RM009,Savings,Individual,Low,Completed,Approved,10,No,
APP00848,C00848,2025-08-30,B010,RM020,Premium,Individual,Low,Completed,Approved,9,No,
APP00849,C00849,2025-08-11,B003,RM007,Savings,Individual,Low,Completed,Approved,4,No,
APP00850,C00850,2025-10-04,B010,RM021,Savings,Individual,Low,Completed,Approved,10,No,
APP00851,C00851,2025-08-17,B004,RM008,Savings,Individual,Medium,Completed,Approved,9,No,
APP00852,C00852,2025-06-10,B004,RM009,Current,Individual,Medium,Completed,Approved,8,No,
APP00853,C00853,2025-10-12,B005,RM011,Current,Individual,Medium,Completed,Approved,4,No,
APP00854,C00854,2025-07-22,B010,RM020,Savings,Individual,Medium,Completed,Approved,6,No,
APP00855,C00855,2025-12-31,B008,RM016,Premium,Business,Medium,Pending,Pending,3,No,
APP00856,C00856,2025-05-12,B002,RM005,Savings,Individual,Medium,Completed,Approved,3,No,
APP00857,C00857,2025-01-08,B004,RM008,Current,Individual,Low,Completed,Approved,7,No,
APP00858,C00858,2025-03-14,B003,RM006,Savings,Individual,Medium,Completed,Approved,6,No,
APP00859,C00859,2025-06-30,B003,RM007,Premium,Individual,Medium,Completed,Pending,11,No,
APP00860,C00860,2025-02-05,B002,RM005,Current,Individual,Low,Completed,Approved,3,No,
APP00861,C00861,2025-12-16,B010,RM021,Business,Business,High,Pending,Pending,8,No,
APP00862,C00862,2025-04-27,B001,RM003,Current,Individual,Low,Completed,Approved,9,No,
APP00863,C00863,2025-03-26,B010,RM020,Business,Business,Medium,Completed,Approved,3,No,
APP00864,C00864,2025-01-13,B003,RM007,Current,Individual,Medium,Completed,Approved,6,No,
APP00865,C00865,2025-04-26,B004,RM008,Premium,Individual,Medium,Completed,Approved,10,No,
APP00866,C00866,2025-12-25,B006,RM013,Savings,Individual,Low,Completed,Approved,3,No,
APP00867,C00867,2025-09-29,B009,RM019,Current,Individual,Medium,Completed,Approved,17,Yes,Compliance Review
APP00868,C00868,2025-01-28,B002,RM005,Savings,Individual,High,Failed,Rejected,3,No,
APP00869,C00869,2025-03-01,B003,RM006,Savings,Individual,Low,Completed,Approved,6,No,
APP00870,C00870,2025-04-22,B009,RM018,Savings,Individual,High,Completed,Approved,4,No,
APP00871,C00871,2025-09-09,B004,RM008,Savings,Individual,Low,Pending,Pending,19,No,
APP00872,C00872,2025-01-24,B009,RM018,Savings,Individual,Medium,Failed,Rejected,3,No,
APP00873,C00873,2025-04-20,B008,RM016,Savings,Individual,Low,Completed,Approved,7,No,
APP00874,C00874,2025-05-16,B003,RM007,Business,Business,Medium,Completed,Approved,6,No,
APP00875,C00875,2025-08-19,B003,RM006,Business,Business,Medium,Completed,Approved,11,Yes,KYC Documentation
APP00876,C00876,2025-07-22,B003,RM006,Savings,Individual,Low,Completed,Approved,9,No,
APP00877,C00877,2025-05-11,B003,RM007,Savings,Individual,Low,Completed,Approved,18,Yes,KYC Documentation
APP00878,C00878,2025-06-30,B006,RM013,Current,Individual,High,Completed,Approved,17,Yes,Compliance Review
APP00879,C00879,2025-03-13,B008,RM017,Savings,Individual,Medium,Completed,Approved,3,No,
APP00880,C00880,2025-04-03,B008,RM017,Current,Business,High,Completed,Approved,5,No,
APP00881,C00881,2025-09-15,B005,RM010,Savings,Individual,Medium,Completed,Approved,10,No,
APP00882,C00882,2025-05-14,B004,RM008,Savings,Individual,Low,Completed,Approved,5,No,
APP00883,C00883,2025-11-03,B008,RM017,Savings,Individual,Low,Completed,Approved,7,No,
APP00884,C00884,2025-11-26,B010,RM020,Savings,Individual,Medium,Completed,Approved,2,No,
APP00885,C00885,2025-07-25,B007,RM014,Business,Business,High,Completed,Approved,6,No,
APP00886,C00886,2025-10-06,B009,RM019,Savings,Individual,Low,Completed,Approved,6,No,
APP00887,C00887,2025-12-01,B007,RM014,Current,Individual,Low,Pending,Pending,7,No,
APP00888,C00888,2025-06-24,B005,RM010,Business,Business,Medium,Completed,Approved,10,No,
APP00889,C00889,2025-02-16,B007,RM015,Business,Business,High,Completed,Approved,8,No,
APP00890,C00890,2025-06-29,B010,RM020,Savings,Individual,Medium,Completed,Approved,2,No,
APP00891,C00891,2025-07-19,B001,RM003,Business,Business,Medium,Completed,Approved,9,No,
APP00892,C00892,2025-12-29,B001,RM003,Current,Business,Medium,Completed,Approved,5,No,
APP00893,C00893,2025-07-12,B005,RM011,Savings,Individual,Medium,Completed,Approved,8,No,
APP00894,C00894,2025-06-23,B002,RM005,Savings,Individual,Low,Completed,Approved,10,No,
APP00895,C00895,2025-11-17,B008,RM016,Premium,Individual,Medium,Completed,Approved,3,No,
APP00896,C00896,2025-11-15,B003,RM007,Business,Business,High,Completed,Approved,3,No,
APP00897,C00897,2025-04-17,B006,RM013,Savings,Individual,Low,Completed,Approved,8,No,
APP00898,C00898,2025-06-22,B009,RM019,Savings,Individual,Medium,Completed,Approved,8,No,
APP00899,C00899,2025-09-24,B006,RM013,Current,Individual,Medium,Completed,Approved,7,No,
APP00900,C00900,2025-10-14,B003,RM007,Savings,Individual,Medium,Completed,Approved,3,No,
APP00901,C00901,2025-09-06,B003,RM007,Savings,Individual,Medium,Completed,Approved,5,No,
APP00902,C00902,2025-10-12,B009,RM018,Current,Individual,Low,Completed,Approved,6,No,
APP00903,C00903,2025-04-02,B002,RM005,Savings,Individual,High,Completed,Approved,5,No,
APP00904,C00904,2025-11-08,B008,RM016,Current,Business,Medium,Completed,Approved,8,No,
APP00905,C00905,2025-02-28,B004,RM008,Savings,Individual,Medium,Completed,Approved,7,Yes,Enhanced Due Diligence
APP00906,C00906,2025-04-25,B002,RM005,Business,Business,Medium,Completed,Approved,2,No,
APP00907,C00907,2025-06-07,B001,RM002,Current,Individual,Medium,Completed,Approved,6,No,
APP00908,C00908,2025-09-13,B005,RM010,Savings,Individual,Low,Completed,Approved,2,No,
APP00909,C00909,2025-02-14,B004,RM008,Current,Individual,Medium,Completed,Pending,8,No,
APP00910,C00910,2025-07-16,B005,RM011,Business,Business,Medium,Completed,Approved,9,No,
APP00911,C00911,2025-12-27,B010,RM021,Savings,Individual,Low,Completed,Approved,3,No,
APP00912,C00912,2025-06-25,B001,RM003,Savings,Individual,Medium,Failed,Rejected,5,No,
APP00913,C00913,2025-04-25,B008,RM016,Savings,Individual,Medium,Completed,Approved,8,No,
APP00914,C00914,2025-08-25,B009,RM018,Premium,Business,Medium,Completed,Approved,2,No,
APP00915,C00915,2025-10-27,B008,RM016,Savings,Individual,Medium,Completed,Approved,5,No,
APP00916,C00916,2025-08-23,B007,RM015,Savings,Individual,Low,Completed,Approved,2,No,
APP00917,C00917,2025-07-06,B007,RM015,Savings,Individual,Low,Completed,Approved,4,No,
APP00918,C00918,2025-05-17,B001,RM002,Premium,Business,Medium,Pending,Pending,20,No,
APP00919,C00919,2025-08-29,B003,RM006,Current,Individual,Low,Completed,Approved,7,No,
APP00920,C00920,2025-12-16,B002,RM005,Premium,Individual,High,Completed,Pending,20,Yes,Risk Assessment
APP00921,C00921,2025-08-28,B004,RM008,Current,Business,Medium,Completed,Rejected,8,Yes,KYC Documentation
APP00922,C00922,2025-08-27,B007,RM014,Current,Individual,Medium,Completed,Approved,8,No,
APP00923,C00923,2025-01-03,B008,RM017,Savings,Individual,Low,Completed,Approved,8,No,
APP00924,C00924,2025-09-18,B002,RM005,Savings,Individual,Medium,Completed,Approved,10,No,
APP00925,C00925,2025-08-04,B002,RM004,Savings,Individual,Medium,Completed,Approved,15,Yes,Risk Assessment
APP00926,C00926,2025-12-11,B008,RM016,Current,Individual,Low,Completed,Approved,8,No,
APP00927,C00927,2025-09-03,B001,RM003,Savings,Individual,High,Pending,Pending,19,No,
APP00928,C00928,2025-05-31,B008,RM017,Business,Business,Medium,Completed,Pending,18,No,
APP00929,C00929,2025-05-21,B007,RM015,Premium,Individual,Low,Completed,Approved,5,No,
APP00930,C00930,2025-03-18,B009,RM018,Current,Individual,Low,Completed,Approved,7,No,
APP00931,C00931,2025-11-01,B008,RM017,Savings,Individual,Low,Completed,Approved,7,No,
APP00932,C00932,2025-09-23,B001,RM001,Current,Business,Medium,Completed,Approved,6,No,
APP00933,C00933,2025-10-26,B006,RM012,Current,Individual,Medium,Completed,Approved,7,No,
APP00934,C00934,2025-07-01,B004,RM008,Savings,Individual,Medium,Pending,Pending,8,No,
APP00935,C00935,2025-05-21,B003,RM006,Premium,Individual,Low,Completed,Approved,2,No,
APP00936,C00936,2025-11-23,B005,RM011,Current,Individual,Medium,Completed,Approved,19,Yes,KYC Documentation
APP00937,C00937,2025-09-11,B010,RM021,Savings,Individual,Low,Completed,Approved,6,No,
APP00938,C00938,2025-12-14,B006,RM012,Business,Business,Medium,Completed,Approved,5,No,
APP00939,C00939,2025-11-25,B002,RM004,Savings,Individual,High,Completed,Approved,9,No,
APP00940,C00940,2025-06-28,B002,RM005,Savings,Individual,Low,Completed,Approved,9,No,
APP00941,C00941,2025-09-26,B009,RM019,Business,Business,Medium,Completed,Approved,10,No,
APP00942,C00942,2025-07-10,B009,RM019,Savings,Individual,Low,Pending,Pending,19,No,
APP00943,C00943,2025-04-07,B003,RM006,Savings,Individual,Medium,Completed,Approved,8,No,
APP00944,C00944,2025-06-05,B008,RM016,Savings,Individual,Medium,Failed,Rejected,6,No,
APP00945,C00945,2025-01-22,B010,RM020,Current,Business,High,Completed,Pending,20,No,
APP00946,C00946,2025-04-24,B005,RM011,Savings,Individual,Low,Completed,Approved,6,No,
APP00947,C00947,2025-02-14,B005,RM011,Current,Individual,Medium,Completed,Approved,4,No,
APP00948,C00948,2025-12-28,B004,RM009,Savings,Individual,Low,Completed,Approved,9,Yes,Enhanced Due Diligence
APP00949,C00949,2025-07-28,B001,RM002,Current,Individual,Low,Completed,Approved,8,No,
APP00950,C00950,2025-04-16,B001,RM001,Current,Individual,Low,Completed,Approved,6,No,
APP00951,C00951,2025-11-28,B002,RM004,Savings,Individual,Low,Completed,Rejected,5,No,
APP00952,C00952,2025-08-10,B003,RM007,Business,Business,High,Completed,Approved,9,Yes,Compliance Review
APP00953,C00953,2025-09-06,B009,RM019,Savings,Individual,Medium,Completed,Approved,6,No,
APP00954,C00954,2025-02-27,B010,RM020,Current,Individual,Low,Completed,Approved,6,No,
APP00955,C00955,2025-02-05,B004,RM009,Savings,Individual,Low,Completed,Approved,9,No,
APP00956,C00956,2025-08-12,B002,RM005,Savings,Individual,Low,Completed,Approved,7,No,
APP00957,C00957,2025-02-28,B006,RM013,Premium,Individual,High,Completed,Approved,9,No,
APP00958,C00958,2025-09-01,B001,RM002,Savings,Individual,Medium,Completed,Approved,5,No,
APP00959,C00959,2025-01-12,B006,RM012,Business,Business,Medium,Completed,Approved,7,No,
APP00960,C00960,2025-08-17,B007,RM015,Savings,Individual,Medium,Pending,Pending,12,No,
APP00961,C00961,2025-05-19,B008,RM017,Savings,Individual,High,Completed,Approved,7,No,
APP00962,C00962,2025-01-12,B002,RM004,Current,Individual,Low,Pending,Pending,12,No,
APP00963,C00963,2025-12-09,B002,RM004,Current,Individual,High,Completed,Approved,2,No,
APP00964,C00964,2025-04-06,B006,RM013,Current,Individual,Medium,Completed,Approved,20,Yes,KYC Documentation
APP00965,C00965,2025-06-21,B003,RM006,Savings,Individual,Low,Completed,Approved,10,No,
APP00966,C00966,2025-12-15,B009,RM018,Savings,Individual,Low,Pending,Pending,6,No,
APP00967,C00967,2025-11-04,B006,RM013,Current,Business,High,Completed,Approved,3,No,
APP00968,C00968,2025-04-22,B005,RM011,Current,Individual,Medium,Completed,Approved,6,No,
APP00969,C00969,2025-07-06,B004,RM009,Premium,Individual,Medium,Completed,Rejected,7,No,
APP00970,C00970,2025-02-22,B002,RM004,Current,Business,Medium,Completed,Pending,12,No,
APP00971,C00971,2025-09-13,B005,RM010,Savings,Individual,Medium,Completed,Approved,10,No,
APP00972,C00972,2025-01-06,B007,RM014,Savings,Individual,Low,Completed,Approved,8,No,
APP00973,C00973,2025-11-25,B005,RM011,Current,Business,Medium,Completed,Approved,6,No,
APP00974,C00974,2025-01-21,B005,RM010,Current,Individual,High,Completed,Approved,10,No,
APP00975,C00975,2025-12-15,B004,RM009,Savings,Individual,Medium,Completed,Approved,10,No,
APP00976,C00976,2025-04-11,B006,RM012,Savings,Individual,Low,Completed,Approved,7,No,
APP00977,C00977,2025-08-25,B002,RM005,Current,Individual,Low,Completed,Approved,6,No,
APP00978,C00978,2025-12-20,B010,RM020,Premium,Individual,High,Completed,Rejected,6,No,
APP00979,C00979,2025-03-08,B007,RM015,Current,Individual,Low,Completed,Approved,5,No,
APP00980,C00980,2025-03-02,B008,RM017,Savings,Individual,Low,Pending,Pending,18,No,
APP00981,C00981,2025-09-17,B005,RM011,Current,Business,Medium,Completed,Approved,6,No,
APP00982,C00982,2025-05-06,B005,RM010,Current,Individual,Medium,Completed,Approved,15,Yes,KYC Documentation
APP00983,C00983,2025-11-16,B006,RM013,Savings,Individual,High,Completed,Approved,6,No,
APP00984,C00984,2025-01-22,B008,RM017,Business,Business,High,Completed,Rejected,7,No,
APP00985,C00985,2025-10-28,B008,RM017,Savings,Individual,Low,Completed,Approved,2,No,
APP00986,C00986,2025-08-25,B009,RM018,Savings,Individual,High,Completed,Approved,7,No,
APP00987,C00987,2025-03-21,B005,RM011,Savings,Individual,Low,Completed,Approved,7,No,
APP00988,C00988,2025-03-23,B004,RM008,Business,Business,High,Completed,Approved,4,No,
APP00989,C00989,2025-11-07,B002,RM005,Business,Business,Medium,Pending,Pending,20,No,
APP00990,C00990,2025-07-25,B002,RM004,Savings,Individual,Low,Completed,Pending,10,No,
APP00991,C00991,2025-05-06,B008,RM016,Savings,Individual,Medium,Completed,Approved,2,No,
APP00992,C00992,2025-05-06,B010,RM021,Savings,Individual,Low,Completed,Approved,7,No,
APP00993,C00993,2025-05-21,B004,RM009,Premium,Individual,Medium,Completed,Approved,9,No,
APP00994,C00994,2025-04-17,B010,RM020,Business,Business,Medium,Pending,Pending,1,No,
APP00995,C00995,2025-03-02,B003,RM006,Savings,Individual,Medium,Completed,Approved,5,No,
APP00996,C00996,2025-02-17,B007,RM014,Savings,Individual,Low,Completed,Approved,6,No,
APP00997,C00997,2025-03-07,B002,RM004,Current,Business,Medium,Completed,Approved,2,No,
APP00998,C00998,2025-12-21,B007,RM014,Savings,Individual,Medium,Pending,Pending,17,No,
APP00999,C00999,2025-03-06,B001,RM002,Savings,Individual,Low,Completed,Approved,3,No,
APP01000,C01000,2025-12-21,B009,RM018,Premium,Individual,Low,Completed,Pending,16,No,
APP01001,C01001,2025-06-02,B005,RM011,Savings,Individual,High,Completed,Approved,10,No,
APP01002,C01002,2025-07-03,B002,RM004,Savings,Individual,Low,Completed,Approved,5,No,
APP01003,C01003,2025-10-28,B010,RM021,Current,Individual,Low,Completed,Approved,7,No,
APP01004,C01004,2025-11-23,B007,RM014,Savings,Individual,Medium,Completed,Approved,7,No,
APP01005,C01005,2025-02-13,B008,RM016,Current,Individual,Medium,Completed,Approved,5,No,
APP01006,C01006,2025-09-21,B010,RM020,Business,Business,Medium,Pending,Pending,14,No,
APP01007,C01007,2025-05-21,B001,RM001,Business,Business,Medium,Pending,Pending,19,No,
APP01008,C01008,2025-07-01,B010,RM021,Current,Individual,Low,Pending,Pending,4,No,
APP01009,C01009,2025-09-16,B004,RM009,Savings,Individual,Low,Completed,Approved,9,No,
APP01010,C01010,2025-12-18,B003,RM006,Current,Business,Medium,Completed,Approved,3,No,
APP01011,C01011,2025-06-22,B008,RM016,Savings,Individual,Low,Pending,Pending,19,No,
APP01012,C01012,2025-01-22,B008,RM017,Current,Individual,Low,Completed,Approved,8,No,
APP01013,C01013,2025-11-14,B007,RM014,Savings,Individual,Medium,Completed,Approved,9,No,
APP01014,C01014,2025-07-18,B010,RM021,Premium,Individual,Medium,Completed,Approved,6,No,
APP01015,C01015,2025-09-20,B010,RM021,Savings,Individual,Low,Completed,Approved,7,No,
APP01016,C01016,2025-01-16,B007,RM015,Current,Business,Medium,Completed,Approved,18,Yes,Enhanced Due Diligence
APP01017,C01017,2025-12-31,B010,RM021,Premium,Individual,Low,Completed,Approved,9,No,
APP01018,C01018,2025-07-31,B006,RM012,Savings,Individual,Low,Completed,Approved,5,No,
APP01019,C01019,2025-07-08,B008,RM016,Premium,Individual,Medium,Pending,Pending,17,No,
APP01020,C01020,2025-09-19,B006,RM013,Premium,Business,High,Completed,Approved,9,Yes,Risk Assessment
APP01021,C01021,2025-12-06,B008,RM017,Savings,Individual,Low,Completed,Approved,9,No,
APP01022,C01022,2025-08-20,B008,RM016,Current,Individual,High,Completed,Approved,4,No,
APP01023,C01023,2025-07-09,B003,RM007,Savings,Individual,Low,Completed,Approved,10,No,
APP01024,C01024,2025-08-18,B002,RM005,Current,Business,Medium,Completed,Approved,5,No,
APP01025,C01025,2025-09-05,B001,RM001,Premium,Individual,Medium,Completed,Approved,2,No,
APP01026,C01026,2025-12-30,B001,RM003,Current,Individual,Low,Completed,Approved,6,No,
APP01027,C01027,2025-10-08,B002,RM004,Current,Individual,Medium,Completed,Approved,9,No,
APP01028,C01028,2025-05-16,B003,RM007,Premium,Individual,Medium,Pending,Pending,4,No,
APP01029,C01029,2025-08-12,B006,RM013,Current,Individual,Low,Completed,Approved,8,No,
APP01030,C01030,2025-12-04,B001,RM003,Business,Business,Medium,Pending,Pending,4,No,
APP01031,C01031,2025-03-20,B006,RM013,Business,Business,Medium,Completed,Approved,2,No,
APP01032,C01032,2025-03-28,B007,RM015,Savings,Individual,Medium,Completed,Approved,2,No,
APP01033,C01033,2025-07-12,B009,RM018,Premium,Individual,High,Completed,Rejected,3,No,
APP01034,C01034,2025-09-09,B002,RM005,Current,Individual,Low,Completed,Approved,3,No,
APP01035,C01035,2025-05-25,B001,RM001,Savings,Individual,Medium,Completed,Approved,5,No,
APP01036,C01036,2025-05-22,B009,RM019,Business,Business,Medium,Completed,Approved,2,No,
APP01037,C01037,2025-01-29,B006,RM013,Premium,Individual,Medium,Completed,Approved,5,No,
APP01038,C01038,2025-05-29,B004,RM008,Current,Individual,Medium,Completed,Approved,7,No,
APP01039,C01039,2025-08-11,B007,RM014,Premium,Individual,Medium,Completed,Approved,10,No,
APP01040,C01040,2025-12-06,B003,RM007,Business,Business,High,Completed,Rejected,7,No,
APP01041,C01041,2025-09-05,B006,RM013,Business,Business,Medium,Completed,Approved,10,No,
APP01042,C01042,2025-01-28,B005,RM011,Current,Individual,Low,Completed,Approved,2,No,
APP01043,C01043,2025-06-04,B009,RM018,Current,Individual,Low,Failed,Rejected,7,No,
APP01044,C01044,2025-10-25,B001,RM001,Savings,Individual,Medium,Completed,Approved,2,No,
APP01045,C01045,2025-05-31,B009,RM019,Current,Individual,High,Completed,Approved,7,No,
APP01046,C01046,2025-12-15,B009,RM018,Current,Individual,Medium,Completed,Approved,9,No,
APP01047,C01047,2025-10-26,B002,RM005,Current,Individual,Low,Completed,Approved,2,No,
APP01048,C01048,2025-11-12,B008,RM016,Savings,Individual,Medium,Completed,Approved,8,No,
APP01049,C01049,2025-01-19,B007,RM014,Current,Individual,Low,Completed,Approved,10,No,
APP01050,C01050,2025-10-07,B007,RM015,Current,Individual,High,Completed,Rejected,2,No,
APP01051,C01051,2025-07-08,B009,RM018,Savings,Individual,Medium,Completed,Approved,3,No,
APP01052,C01052,2025-02-17,B002,RM004,Premium,Individual,Low,Completed,Approved,4,No,
