Customer_ID,Customer_Type,Age,Annual_Income,Account_Type,Risk_Level,Branch_ID,RM_ID
C00976,Individual,33.0,70026,Savings,Low,B006,RM012
C00977,Individual,31.0,107740,Current,Low,B002,RM005
C00978,Individual,39.0,110863,Premium,High,B010,RM020
C00979,Individual,20.0,34532,Current,Low,B007,RM015
C00980,Individual,75.0,78042,Savings,Low,B008,RM017
C00981,Business,,60795,Current,Medium,B005,RM011
C00982,Individual,26.0,58415,Current,Medium,B005,RM010
C00983,Individual,66.0,113880,Savings,High,B006,RM013
C00984,Business,,458612,Business,High,B008,RM017
C00985,Individual,21.0,19175,Savings,Low,B008,RM017
C00986,Individual,75.0,82673,Savings,High,B009,RM018
C00987,Individual,25.0,89702,Savings,Low,B005,RM011
C00988,Business,,586042,Business,High,B004,RM008
C00989,Business,,90256,Business,Medium,B002,RM005
C00990,Individual,61.0,28769,Savings,Low,B002,RM004
C00991,Individual,24.0,90077,Savings,Medium,B008,RM016
C00992,Individual,35.0,40380,Savings,Low,B010,RM021
C00993,Individual,64.0,179433,Premium,Medium,B004,RM009
C00994,Business,,92307,Business,Medium,B010,RM020
C00995,Individual,34.0,31071,Savings,Medium,B003,RM006
C00996,Individual,36.0,50101,Savings,Low,B007,RM014
C00997,Business,,279558,Current,Medium,B002,RM004
C00998,Individual,49.0,65433,Savings,Medium,B007,RM014
C00999,Individual,69.0,52213,Savings,Low,B001,RM002
C01000,Individual,47.0,50162,Premium,Low,B009,RM018
C01001,Individual,45.0,33650,Savings,High,B005,RM011
C01002,Individual,36.0,76109,Savings,Low,B002,RM004
C01003,Individual,24.0,77255,Current,Low,B010,RM021
C01004,Individual,19.0,39678,Savings,Medium,B007,RM014
C01005,Individual,74.0,100574,Current,Medium,B008,RM016
C01006,Business,,149071,Business,Medium,B010,RM020
C01007,Business,,75020,Business,Medium,B001,RM001
C01008,Individual,47.0,79445,Current,Low,B010,RM021
C01009,Individual,62.0,59834,Savings,Low,B004,RM009
C01010,Business,,149341,Current,Medium,B003,RM006
C01011,Individual,71.0,75296,Savings,Low,B008,RM016
C01012,Individual,19.0,22994,Current,Low,B008,RM017
C01013,Individual,46.0,53194,Savings,Medium,B007,RM014
C01014,Individual,24.0,68297,Premium,Medium,B010,RM021
C01015,Individual,36.0,31096,Savings,Low,B010,RM021
C01016,Business,,543170,Current,Medium,B007,RM015
C01017,Individual,22.0,67337,Premium,Low,B010,RM021
C01018,Individual,62.0,50573,Savings,Low,B006,RM012
C01019,Individual,32.0,62226,Premium,Medium,B008,RM016
C01020,Business,,709333,Premium,High,B006,RM013
C01021,Individual,72.0,24789,Savings,Low,B008,RM017
C01022,Individual,28.0,46612,Current,High,B008,RM016
C01023,Individual,53.0,18594,Savings,Low,B003,RM007
C01024,Business,,333522,Current,Medium,B002,RM005
C01025,Individual,53.0,26448,Premium,Medium,B001,RM001
C01026,Individual,27.0,113776,Current,Low,B001,RM003
C01027,Individual,71.0,86939,Current,Medium,B002,RM004
C01028,Individual,24.0,21868,Premium,Medium,B003,RM007
C01029,Individual,46.0,112662,Current,Low,B006,RM013
C01030,Business,,53231,Business,Medium,B001,RM003
C01031,Business,,175171,Business,Medium,B006,RM013
C01032,Individual,41.0,56085,Savings,Medium,B007,RM015
C01033,Individual,45.0,66824,Premium,High,B009,RM018
C01034,Individual,19.0,40651,Current,Low,B002,RM005
C01035,Individual,43.0,130769,Savings,Medium,B001,RM001
C01036,Business,,77654,Business,Medium,B009,RM019
C01037,Individual,74.0,76281,Premium,Medium,B006,RM013
C01038,Individual,35.0,89624,Current,Medium,B004,RM008
C01039,Individual,57.0,62626,Premium,Medium,B007,RM014
C01040,Business,,75221,Business,High,B003,RM007
C01041,Business,,46083,Business,Medium,B006,RM013
C01042,Individual,19.0,35692,Current,Low,B005,RM011
C01043,Individual,50.0,19964,Current,Low,B009,RM018
C01044,Individual,66.0,48175,Savings,Medium,B001,RM001
C01045,Individual,33.0,118115,Current,High,B009,RM019
C01046,Individual,37.0,77536,Current,Medium,B009,RM018
C01047,Individual,38.0,52619,Current,Low,B002,RM005
C01048,Individual,71.0,46045,Savings,Medium,B008,RM016
C01049,Individual,41.0,66394,Current,Low,B007,RM014
C01050,Individual,58.0,68841,Current,High,B007,RM015
C01051,Individual,26.0,69996,Savings,Medium,B009,RM018
C01052,Individual,47.0,50278,Premium,Low,B002,RM004
C01053,Business,,64221,Business,Medium,B003,RM006
C01054,Individual,41.0,71845,Savings,Low,B010,RM020
C01055,Individual,75.0,58578,Savings,Medium,B008,RM017
C01056,Individual,40.0,19464,Savings,Low,B010,RM021
C01057,Business,,798312,Current,High,B003,RM007
C01058,Individual,58.0,69486,Current,Low,B006,RM012
C01059,Individual,60.0,65377,Savings,Low,B009,RM018
C01060,Business,,590848,Current,High,B001,RM002
C01061,Individual,67.0,116768,Current,Medium,B002,RM005
C01062,Business,,298604,Business,Medium,B004,RM008
C01063,Individual,75.0,39569,Premium,Low,B001,RM002
C01064,Individual,33.0,117981,Savings,Medium,B010,RM021
C01065,Individual,20.0,41524,Savings,Low,B001,RM003
C01066,Individual,34.0,21254,Savings,Low,B003,RM006
C01067,Individual,27.0,66691,Current,Low,B006,RM012
C01068,Individual,21.0,46471,Savings,Low,B006,RM013
C01069,Individual,70.0,83399,Savings,Medium,B010,RM021
C01070,Individual,66.0,47541,Savings,Low,B009,RM019
C01071,Individual,19.0,55318,Premium,Low,B009,RM018
C01072,Individual,33.0,88229,Savings,Medium,B002,RM005
C01073,Individual,68.0,144464,Savings,Low,B004,RM008
C01074,Business,,3328477,Business,Medium,B008,RM017
C01075,Individual,28.0,33800,Savings,Low,B007,RM015
C01076,Business,,95095,Business,Medium,B009,RM019
C01077,Individual,23.0,48059,Current,Medium,B005,RM011
C01078,Individual,50.0,140860,Premium,High,B005,RM011
C01079,Individual,35.0,28539,Savings,Low,B010,RM020
C01080,Individual,62.0,18067,Current,Low,B001,RM003
C01081,Individual,53.0,112045,Current,Medium,B002,RM004
C01082,Individual,71.0,109175,Current,Low,B007,RM014
C01083,Individual,29.0,80552,Savings,Low,B004,RM009
C01084,Individual,65.0,27212,Current,Low,B004,RM009
C01085,Business,,288169,Business,High,B006,RM012
C01086,Individual,75.0,119716,Savings,Low,B007,RM014
C01087,Business,,229502,Business,Medium,B010,RM021
C01088,Individual,54.0,37272,Savings,Low,B005,RM011
C01089,Business,,587653,Business,High,B009,RM018
C01090,Individual,53.0,80128,Premium,Medium,B001,RM002
C01091,Individual,44.0,73966,Savings,Low,B001,RM003
C01092,Individual,35.0,114892,Savings,Low,B004,RM008
C01093,Individual,54.0,94786,Premium,Medium,B002,RM004
C01094,Individual,39.0,46339,Savings,Low,B001,RM003
C01095,Individual,39.0,96197,Savings,Low,B006,RM012
C01096,Business,,162060,Premium,High,B010,RM020
C01097,Individual,58.0,48180,Savings,Low,B001,RM002
C01098,Individual,72.0,48358,Savings,Medium,B001,RM003
C01099,Individual,45.0,19828,Current,Low,B007,RM015
C01100,Individual,66.0,79293,Current,Medium,B008,RM016
C01101,Individual,45.0,86637,Savings,High,B001,RM003
C01102,Individual,55.0,21364,Savings,Low,B010,RM020
C01103,Business,,73351,Business,Medium,B010,RM021
C01104,Individual,26.0,83964,Savings,Medium,B009,RM019
C01105,Individual,37.0,75464,Current,Low,B005,RM011
C01106,Individual,41.0,153926,Current,Medium,B001,RM001
C01107,Individual,71.0,43578,Savings,Low,B004,RM008
C01108,Business,,658143,Business,Medium,B008,RM017
C01109,Individual,72.0,61997,Current,Low,B003,RM006
C01110,Individual,68.0,112501,Savings,Low,B004,RM009
C01111,Individual,57.0,33753,Current,Medium,B006,RM012
C01112,Individual,43.0,18220,Savings,Low,B001,RM002
C01113,Individual,36.0,78383,Premium,Low,B001,RM002
C01114,Individual,29.0,26585,Current,Low,B009,RM018
C01115,Individual,19.0,26578,Premium,Low,B003,RM006
C01116,Individual,74.0,24889,Savings,Low,B006,RM012
C01117,Individual,51.0,160842,Premium,High,B002,RM004
C01118,Individual,26.0,92562,Savings,Medium,B006,RM013
C01119,Individual,58.0,19513,Current,Low,B009,RM019
C01120,Individual,38.0,38626,Current,Medium,B009,RM019
C01121,Business,,45335,Current,High,B010,RM020
C01122,Individual,42.0,113368,Savings,Medium,B003,RM007
C01123,Individual,51.0,72426,Savings,Medium,B010,RM020
C01124,Individual,32.0,109627,Premium,Low,B005,RM011
C01125,Business,,198069,Business,Medium,B002,RM005
C01126,Individual,40.0,19348,Savings,Low,B007,RM014
C01127,Individual,44.0,72606,Savings,Low,B003,RM007
C01128,Individual,59.0,20700,Savings,Low,B009,RM019
C01129,Individual,35.0,86449,Savings,Low,B009,RM019
C01130,Individual,61.0,59838,Current,Medium,B005,RM011
C01131,Individual,26.0,169308,Current,Medium,B005,RM011
C01132,Individual,36.0,106464,Premium,Medium,B001,RM001
C01133,Individual,66.0,176719,Savings,Low,B004,RM008
C01134,Individual,55.0,110719,Current,Medium,B002,RM004
C01135,Business,,282961,Business,Medium,B009,RM019
C01136,Individual,54.0,100025,Premium,Low,B006,RM013
C01137,Individual,45.0,66435,Current,Medium,B005,RM011
C01138,Individual,54.0,89118,Savings,High,B006,RM012
C01139,Individual,56.0,117609,Premium,High,B004,RM008
C01140,Individual,42.0,21559,Savings,Medium,B005,RM010
C01141,Individual,61.0,42101,Current,Medium,B001,RM001
C01142,Individual,42.0,55272,Savings,Low,B008,RM017
C01143,Individual,18.0,31463,Savings,High,B003,RM007
C01144,Individual,65.0,24765,Savings,Low,B007,RM014
C01145,Individual,28.0,60336,Current,Low,B008,RM017
C01146,Individual,27.0,66164,Current,Low,B006,RM012
C01147,Business,,251029,Business,Medium,B008,RM016
C01148,Individual,63.0,105630,Current,Medium,B003,RM007
C01149,Individual,75.0,68316,Savings,Medium,B003,RM006
C01150,Individual,43.0,42861,Savings,Medium,B005,RM010
C01151,Individual,60.0,94238,Premium,Medium,B009,RM018
C01152,Business,,46895,Business,High,B007,RM015
C01153,Individual,31.0,70288,Savings,Medium,B008,RM016
C01154,Individual,43.0,105996,Savings,Low,B003,RM007
C01155,Individual,47.0,44471,Savings,Medium,B008,RM017
C01156,Individual,35.0,91179,Current,Medium,B003,RM007
C01157,Individual,65.0,45084,Current,Low,B005,RM010
C01158,Individual,29.0,19128,Premium,Low,B008,RM017
C01159,Individual,58.0,86736,Savings,Low,B001,RM002
C01160,Individual,67.0,53221,Premium,Low,B004,RM009
C01161,Individual,44.0,18477,Savings,Low,B002,RM004
C01162,Business,,94747,Current,Medium,B003,RM006
C01163,Individual,24.0,101147,Current,Low,B004,RM009
C01164,Individual,45.0,25005,Savings,Low,B001,RM001
C01165,Individual,18.0,70066,Savings,Medium,B005,RM011
C01166,Individual,20.0,25161,Savings,Medium,B008,RM017
C01167,Individual,68.0,175736,Current,Low,B002,RM004
C01168,Individual,58.0,48711,Savings,Medium,B006,RM012
C01169,Individual,39.0,37170,Savings,Low,B004,RM008
C01170,Individual,18.0,38196,Current,Low,B004,RM009
C01171,Individual,33.0,43927,Savings,Low,B004,RM008
C01172,Individual,59.0,37597,Premium,Low,B006,RM013
C01173,Individual,59.0,82595,Savings,High,B005,RM011
C01174,Individual,72.0,102461,Savings,Medium,B004,RM008
C01175,Individual,32.0,65001,Savings,Low,B001,RM002
C01176,Business,,52613,Business,High,B004,RM009
C01177,Individual,55.0,53393,Savings,Low,B008,RM017
C01178,Individual,30.0,23781,Current,Low,B010,RM021
C01179,Business,,96519,Current,Medium,B006,RM012
C01180,Individual,48.0,73114,Current,Low,B003,RM006
C01181,Individual,42.0,45454,Current,Medium,B010,RM021
C01182,Individual,64.0,30466,Savings,Low,B007,RM014
C01183,Individual,22.0,70753,Savings,Medium,B001,RM003
C01184,Business,,692437,Business,High,B007,RM015
C01185,Individual,49.0,78555,Savings,Medium,B002,RM004
C01186,Business,,90000,Business,Medium,B006,RM012
C01187,Individual,58.0,43781,Current,Medium,B004,RM009
C01188,Individual,70.0,41851,Current,Medium,B005,RM010
C01189,Individual,61.0,26107,Current,Medium,B003,RM007
C01190,Individual,23.0,65188,Savings,Medium,B002,RM004
C01191,Business,,473878,Current,Medium,B005,RM010
C01192,Business,,200345,Business,High,B002,RM004
C01193,Individual,67.0,89352,Savings,Low,B007,RM014
C01194,Individual,28.0,80103,Savings,Medium,B007,RM014
C01195,Individual,36.0,91182,Savings,Low,B003,RM006
C01196,Individual,50.0,109534,Current,Low,B004,RM009
C01197,Individual,69.0,96996,Premium,High,B008,RM017
C01198,Business,,81709,Business,Medium,B007,RM015
C01199,Individual,39.0,25693,Savings,Low,B002,RM005
C01200,Individual,66.0,163602,Current,High,B002,RM004
C01201,Individual,18.0,74083,Premium,Medium,B008,RM016
C01202,Individual,56.0,64299,Current,Low,B006,RM012
C01203,Business,,199204,Current,High,B006,RM012
C01204,Individual,73.0,49100,Savings,Low,B009,RM018
C01205,Business,,560610,Business,Medium,B008,RM016
C01206,Individual,30.0,38908,Premium,Medium,B001,RM001
C01207,Individual,20.0,168222,Savings,Medium,B010,RM020
C01208,Individual,57.0,102828,Savings,High,B008,RM017
C01209,Business,,703553,Business,Medium,B003,RM007
C01210,Business,,829149,Business,Medium,B002,RM005
C01211,Business,,4669117,Business,High,B002,RM005
C01212,Individual,33.0,23584,Current,Low,B002,RM005
C01213,Individual,63.0,28698,Premium,Medium,B004,RM008
C01214,Individual,48.0,163948,Savings,Low,B009,RM019
C01215,Individual,23.0,101810,Premium,High,B010,RM020
C01216,Individual,42.0,105011,Current,Medium,B007,RM014
C01217,Individual,25.0,47299,Savings,Medium,B004,RM009
C01218,Business,,133401,Current,High,B010,RM021
C01219,Individual,21.0,52442,Current,High,B006,RM012
C01220,Individual,68.0,39749,Current,Low,B007,RM015
C01221,Individual,47.0,59452,Current,Low,B008,RM016
C01222,Individual,27.0,82250,Current,Low,B002,RM005
C01223,Business,,801515,Current,Medium,B005,RM011
C01224,Business,,93097,Business,High,B004,RM009
C01225,Business,,88216,Business,High,B003,RM007
C01226,Individual,37.0,163204,Premium,Low,B001,RM002
C01227,Individual,45.0,62826,Current,Low,B009,RM019
C01228,Individual,62.0,115914,Savings,Low,B010,RM021
C01229,Business,,779757,Current,Medium,B008,RM017
C01230,Individual,75.0,25147,Current,Low,B001,RM002
C01231,Individual,54.0,22836,Savings,High,B003,RM007
C01232,Individual,48.0,19719,Savings,Low,B006,RM013
C01233,Individual,27.0,66476,Savings,Low,B007,RM015
C01234,Individual,56.0,162781,Current,Medium,B002,RM004
C01235,Business,,172146,Current,Medium,B001,RM002
C01236,Individual,25.0,73406,Savings,Medium,B010,RM020
C01237,Individual,65.0,37427,Savings,Low,B007,RM015
C01238,Individual,24.0,75226,Savings,Medium,B001,RM003
C01239,Individual,52.0,114739,Savings,Medium,B010,RM020
C01240,Individual,68.0,53596,Premium,Medium,B003,RM006
C01241,Individual,18.0,60597,Savings,Low,B004,RM008
C01242,Individual,53.0,42294,Savings,Low,B005,RM010
C01243,Business,,83133,Business,Medium,B009,RM019
C01244,Individual,46.0,34070,Current,Low,B006,RM012
C01245,Individual,31.0,42931,Savings,Low,B005,RM010
C01246,Business,,156633,Business,Medium,B010,RM020
C01247,Individual,34.0,50703,Savings,Low,B005,RM010
C01248,Individual,62.0,24676,Savings,Low,B004,RM009
C01249,Individual,60.0,73516,Current,Low,B003,RM007
C01250,Business,,106792,Premium,Medium,B005,RM011
C01251,Individual,61.0,44322,Savings,Low,B006,RM013
C01252,Individual,69.0,18323,Savings,Medium,B004,RM008
C01253,Business,,429502,Business,High,B005,RM011
C01254,Business,,238663,Business,Medium,B005,RM011
C01255,Individual,24.0,91190,Savings,Medium,B003,RM007
C01256,Business,,239377,Business,High,B007,RM014
C01257,Individual,34.0,34828,Current,Low,B003,RM007
C01258,Individual,35.0,38945,Premium,Low,B004,RM009
C01259,Individual,63.0,68767,Premium,Medium,B009,RM018
C01260,Individual,45.0,54992,Savings,Medium,B005,RM011
C01261,Individual,72.0,20604,Savings,Low,B002,RM005
C01262,Individual,23.0,116317,Premium,Medium,B001,RM002
C01263,Individual,64.0,34312,Savings,High,B009,RM018
C01264,Individual,18.0,40477,Current,Medium,B006,RM013
C01265,Business,,238441,Current,Medium,B008,RM016
C01266,Individual,74.0,94750,Savings,Low,B003,RM007
C01267,Individual,21.0,64844,Savings,High,B006,RM012
C01268,Individual,52.0,87724,Savings,Medium,B005,RM011
C01269,Individual,58.0,54251,Premium,Medium,B009,RM019
C01270,Business,,811984,Business,Medium,B008,RM016
C01271,Individual,24.0,24100,Savings,Low,B007,RM015
C01272,Individual,51.0,50073,Savings,Medium,B001,RM002
C01273,Individual,34.0,30955,Savings,Low,B003,RM006
C01274,Business,,68742,Current,Medium,B003,RM006
C01275,Individual,18.0,53006,Savings,Low,B003,RM007
C01276,Individual,39.0,90506,Current,High,B005,RM011
C01277,Individual,53.0,48351,Savings,Medium,B007,RM014
C01278,Individual,65.0,105483,Savings,High,B001,RM001
C01279,Individual,50.0,25749,Savings,Medium,B007,RM014
C01280,Individual,45.0,58495,Savings,Medium,B004,RM008
C01281,Individual,50.0,27212,Current,Medium,B004,RM009
C01282,Business,,86298,Current,Medium,B009,RM019
C01283,Individual,72.0,49746,Savings,Low,B001,RM003
C01284,Business,,747011,Business,Medium,B001,RM002
C01285,Individual,37.0,95166,Savings,Medium,B001,RM001
C01286,Individual,21.0,57645,Savings,High,B007,RM014
C01287,Individual,21.0,18017,Savings,Low,B004,RM009
C01288,Individual,56.0,24056,Savings,Low,B006,RM012
C01289,Individual,60.0,36080,Current,Low,B006,RM012
C01290,Business,,917518,Business,Medium,B005,RM011
C01291,Individual,23.0,88551,Current,Medium,B001,RM003
C01292,Business,,499684,Business,Medium,B002,RM005
C01293,Business,,179030,Current,High,B004,RM008
C01294,Individual,20.0,31703,Current,Low,B009,RM019
C01295,Business,,288042,Business,Medium,B008,RM016
C01296,Individual,50.0,90940,Current,Medium,B003,RM007
C01297,Individual,54.0,24232,Current,Low,B009,RM019
C01298,Business,,89199,Business,Medium,B007,RM015
C01299,Individual,31.0,23242,Current,Low,B001,RM003
C01300,Individual,63.0,96962,Savings,Low,B005,RM011
C01301,Individual,32.0,25805,Savings,Low,B005,RM010
C01302,Individual,68.0,26159,Premium,Low,B002,RM005
C01303,Individual,58.0,64190,Savings,High,B009,RM018
C01304,Individual,44.0,99326,Savings,Low,B001,RM001
C01305,Individual,35.0,18512,Savings,Medium,B010,RM021
C01306,Individual,62.0,56865,Premium,Medium,B009,RM019
C01307,Business,,57615,Business,Medium,B007,RM014
C01308,Individual,64.0,104159,Savings,Medium,B008,RM017
C01309,Individual,70.0,92377,Current,High,B003,RM006
C01310,Individual,37.0,23823,Current,Low,B004,RM009
C01311,Individual,45.0,39139,Premium,Low,B009,RM019
C01312,Individual,69.0,21267,Savings,Low,B001,RM001
C01313,Business,,90470,Business,Medium,B010,RM020
C01314,Individual,18.0,126969,Savings,High,B002,RM005
C01315,Individual,66.0,69119,Current,Low,B008,RM016
C01316,Individual,52.0,75626,Savings,Medium,B002,RM005
C01317,Individual,50.0,107216,Savings,High,B001,RM003
C01318,Individual,27.0,58798,Savings,Medium,B007,RM015
C01319,Business,,417869,Business,High,B004,RM008
C01320,Business,,44999,Current,Medium,B002,RM004
C01321,Individual,29.0,61944,Current,Medium,B003,RM006
C01322,Individual,57.0,102831,Premium,Low,B008,RM016
C01323,Individual,34.0,85004,Current,High,B003,RM007
C01324,Individual,27.0,71354,Current,Low,B007,RM014
C01325,Individual,23.0,48358,Savings,Low,B006,RM012
C01326,Individual,62.0,159435,Current,Medium,B004,RM009
C01327,Individual,49.0,72283,Savings,Medium,B007,RM014
C01328,Individual,44.0,54374,Current,Low,B001,RM002
C01329,Business,,76593,Business,Medium,B002,RM004
C01330,Business,,136529,Business,Medium,B009,RM019
C01331,Individual,70.0,22515,Savings,Low,B003,RM006
C01332,Individual,62.0,144358,Savings,Low,B010,RM020
C01333,Individual,56.0,81978,Savings,Low,B004,RM008
C01334,Individual,71.0,89811,Current,Medium,B003,RM006
C01335,Individual,37.0,62107,Savings,Medium,B001,RM003
C01336,Individual,21.0,82104,Current,Low,B003,RM007
C01337,Individual,45.0,69772,Current,Medium,B010,RM020
C01338,Individual,32.0,50276,Savings,Low,B007,RM015
C01339,Individual,43.0,54346,Savings,Medium,B009,RM019
C01340,Business,,791190,Business,High,B007,RM015
C01341,Individual,69.0,67801,Savings,Low,B002,RM005
C01342,Individual,72.0,55697,Savings,Low,B002,RM005
C01343,Individual,66.0,92303,Current,Medium,B001,RM001
C01344,Individual,54.0,76945,Premium,Low,B001,RM002
C01345,Individual,37.0,29686,Current,Medium,B009,RM018
C01346,Individual,43.0,88488,Current,Low,B007,RM015
C01347,Individual,50.0,89842,Savings,Medium,B008,RM016
C01348,Business,,50565,Business,Medium,B002,RM004
C01349,Individual,31.0,89231,Current,Low,B009,RM019
C01350,Business,,237176,Premium,Medium,B003,RM006
C01351,Individual,57.0,108239,Savings,Medium,B007,RM014
C01352,Individual,57.0,49987,Current,High,B002,RM005
C01353,Individual,73.0,45712,Savings,Low,B003,RM007
C01354,Individual,35.0,63158,Savings,Low,B008,RM016
C01355,Business,,4200867,Current,High,B003,RM006
C01356,Business,,195282,Current,Medium,B010,RM021
C01357,Individual,41.0,60555,Savings,Medium,B009,RM019
C01358,Individual,74.0,122796,Current,Medium,B004,RM008
C01359,Business,,95906,Business,Medium,B010,RM020
C01360,Business,,97288,Business,Medium,B008,RM017
C01361,Individual,75.0,87151,Savings,Medium,B007,RM014
C01362,Individual,39.0,29220,Premium,Low,B008,RM016
C01363,Individual,20.0,70799,Savings,Low,B010,RM020
C01364,Business,,365431,Premium,Medium,B007,RM014
C01365,Individual,31.0,107716,Savings,Medium,B002,RM004
C01366,Individual,43.0,32792,Premium,Low,B005,RM010
C01367,Business,,99089,Business,High,B005,RM011
C01368,Individual,44.0,75094,Current,Low,B007,RM015
C01369,Business,,102603,Business,High,B004,RM009
C01370,Individual,55.0,61216,Current,Medium,B006,RM013
C01371,Individual,47.0,112731,Premium,Low,B007,RM014
C01372,Individual,18.0,174559,Premium,Medium,B010,RM021
C01373,Individual,65.0,147536,Current,Medium,B010,RM021
C01374,Individual,31.0,164540,Current,Low,B006,RM013
C01375,Individual,37.0,48175,Current,Medium,B008,RM017
C01376,Individual,40.0,107908,Savings,Medium,B002,RM004
C01377,Individual,41.0,37493,Savings,Low,B005,RM011
C01378,Individual,45.0,46502,Premium,Medium,B002,RM005
C01379,Individual,57.0,86794,Savings,Medium,B009,RM018
C01380,Individual,50.0,42138,Current,Medium,B004,RM009
C01381,Individual,53.0,52816,Premium,High,B006,RM012
C01382,Individual,70.0,65939,Savings,Low,B004,RM008
C01383,Individual,74.0,60145,Current,Medium,B007,RM015
C01384,Individual,75.0,82141,Savings,Low,B006,RM013
C01385,Business,,187841,Business,Medium,B007,RM015
C01386,Individual,43.0,39116,Savings,Low,B010,RM021
C01387,Individual,58.0,51384,Savings,Low,B003,RM007
C01388,Individual,63.0,113046,Savings,Medium,B007,RM015
C01389,Individual,34.0,90423,Premium,Low,B002,RM005
C01390,Individual,58.0,90030,Savings,Medium,B002,RM005
C01391,Individual,65.0,109734,Current,Medium,B003,RM007
C01392,Individual,32.0,75089,Current,Medium,B007,RM015
C01393,Individual,35.0,22711,Current,Low,B010,RM021
C01394,Individual,56.0,22647,Savings,Medium,B002,RM004
C01395,Individual,41.0,93629,Savings,Medium,B001,RM001
C01396,Individual,58.0,31759,Savings,Low,B008,RM017
C01397,Individual,18.0,117178,Current,High,B002,RM004
C01398,Business,,260957,Business,Medium,B009,RM018
C01399,Individual,25.0,18968,Savings,Low,B003,RM007
C01400,Business,,54218,Business,Medium,B002,RM005
C01401,Individual,26.0,71560,Savings,Low,B009,RM019
C01402,Individual,65.0,108577,Savings,Low,B004,RM009
C01403,Individual,61.0,98421,Premium,Low,B010,RM021
C01404,Individual,31.0,151970,Savings,Medium,B010,RM020
C01405,Individual,38.0,79799,Savings,Low,B006,RM013
C01406,Business,,771233,Business,Medium,B009,RM018
C01407,Individual,36.0,74766,Savings,Low,B003,RM007
C01408,Individual,29.0,44760,Savings,Low,B003,RM006
C01409,Individual,38.0,61552,Savings,Medium,B006,RM013
C01410,Individual,42.0,53905,Savings,Low,B005,RM010
C01411,Individual,74.0,84903,Current,Medium,B007,RM014
C01412,Business,,43254,Current,Medium,B005,RM011
C01413,Individual,46.0,28711,Current,Low,B001,RM003
C01414,Individual,68.0,80304,Premium,Low,B007,RM015
C01415,Business,,341020,Business,Medium,B008,RM016
C01416,Business,,178904,Business,High,B007,RM014
C01417,Individual,38.0,43084,Savings,Medium,B008,RM017
C01418,Business,,1509242,Current,High,B002,RM004
C01419,Individual,70.0,21445,Premium,Medium,B007,RM014
C01420,Individual,30.0,104174,Current,Medium,B001,RM001
C01421,Business,,91442,Business,Medium,B005,RM010
C01422,Individual,62.0,64874,Savings,Low,B003,RM006
C01423,Individual,26.0,49699,Current,Medium,B007,RM014
C01424,Individual,25.0,55762,Current,Medium,B005,RM010
C01425,Individual,48.0,26644,Current,Low,B006,RM013
C01426,Business,,82410,Current,Medium,B002,RM004
C01427,Business,,40860,Current,Medium,B007,RM015
C01428,Individual,39.0,37350,Current,Low,B006,RM013
C01429,Business,,987120,Business,Medium,B003,RM007
C01430,Business,,218602,Current,Medium,B007,RM014
C01431,Individual,45.0,28064,Premium,Low,B002,RM005
C01432,Individual,24.0,95765,Savings,Medium,B005,RM011
C01433,Individual,51.0,57404,Savings,Medium,B006,RM013
C01434,Individual,43.0,73287,Savings,Low,B006,RM012
C01435,Individual,42.0,107694,Savings,Low,B003,RM006
C01436,Individual,56.0,68414,Savings,Low,B004,RM008
C01437,Individual,21.0,117698,Savings,Low,B002,RM005
C01438,Individual,57.0,66513,Savings,Low,B005,RM011
C01439,Individual,68.0,38869,Savings,Low,B001,RM001
C01440,Individual,62.0,60009,Premium,Medium,B003,RM007
C01441,Individual,28.0,32916,Savings,Low,B008,RM016
C01442,Individual,29.0,177754,Savings,Medium,B001,RM002
C01443,Individual,48.0,72001,Premium,Low,B001,RM001
C01444,Individual,36.0,114424,Savings,Medium,B002,RM004
C01445,Individual,65.0,72156,Current,High,B005,RM010
C01446,Individual,41.0,63109,Savings,Low,B009,RM019
C01447,Business,,924682,Business,Medium,B009,RM019
C01448,Individual,27.0,176116,Savings,High,B006,RM012
C01449,Individual,54.0,108227,Savings,Medium,B004,RM008
C01450,Individual,35.0,115711,Premium,Medium,B009,RM019
C01451,Individual,61.0,61705,Savings,Low,B005,RM011
C01452,Individual,55.0,62496,Current,Low,B008,RM016
C01453,Business,,602418,Business,Medium,B003,RM006
C01454,Individual,51.0,160881,Current,Low,B008,RM017
C01455,Individual,36.0,19341,Savings,Medium,B002,RM004
C01456,Individual,18.0,40042,Savings,Low,B005,RM011
C01457,Individual,67.0,45636,Current,Low,B004,RM009
C01458,Individual,23.0,42106,Savings,Low,B007,RM014
C01459,Individual,75.0,26560,Premium,Low,B003,RM006
C01460,Individual,74.0,77890,Savings,Medium,B005,RM011
C01461,Individual,30.0,45609,Savings,Medium,B008,RM017
C01462,Individual,68.0,108632,Savings,Medium,B006,RM013
C01463,Business,,791130,Business,Medium,B007,RM014
C01464,Individual,53.0,31792,Savings,Low,B005,RM010
C01465,Individual,41.0,35801,Premium,Medium,B001,RM002
C01466,Business,,83914,Business,High,B009,RM018
C01467,Business,,57706,Current,Medium,B006,RM013
C01468,Individual,36.0,61712,Premium,Low,B010,RM020
C01469,Individual,63.0,24719,Savings,Low,B008,RM017
C01470,Individual,61.0,50143,Savings,Low,B001,RM002
C01471,Individual,30.0,18001,Savings,Medium,B009,RM018
C01472,Individual,24.0,73148,Savings,Low,B002,RM004
